company_name,career_url,tenant,instance,evidence
TE Connectivity,https://jobs.te.com,,,not_found
TechnipFMC,https://www.technipfmc.com/careers,,,not_found
Teck Resources,https://jobs.teck.com,,,not_found
Teledyne,https://www.teledyne.com/en-us/careers,flir,wd1,page_load
Teradyne,https://jobs.teradyne.com,,,not_found
Teva Pharma,https://careers.teva,,,not_found
Texas Pacific Land,https://texaspacific.com/careers,,,not_found
Thermo Fisher,https://jobs.thermofisher.com,,,not_found
Thomson Reuters,https://careers.thomsonreuters.com,thomsonreuters,wd5,page_load
TJX Companies,https://careers.tjx.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://careers.tjx.com/
Call log:
  - "
TKO Group,https://tkogroupholdings.com/careers,,,"error:Page.goto: Timeout 25000ms exceeded.
Call log:
  - navigating to ""https://tkogro"
Toronto-Dominion,https://jobs.td.com,td,wd3,page_load
TotalEnergies,https://careers.totalenergies.com,,,not_found
Trane Technologies,https://careers.tranetechnologies.com,tranetechnologies,wd12,page_load
TransDigm,https://www.transdigm.com/careers,,,not_found
Travelers,https://careers.travelers.com,travelers,wd5,page_load
Truist Financial,https://careers.truist.com,truist,wd1,page_load
U.S. Bancorp,https://careers.usbank.com,usbank,wd1,page_load
Ubiquiti,https://www.ui.com/careers/,,,not_found
UBS Group,https://www.ubs.com/global/en/careers.html,,,not_found
Unilever,https://careers.unilever.com,unilever,wd3,page_load
Union Pacific,https://up.jobs,,,not_found
United Airlines,https://careers.united.com,,,not_found
United Rentals,https://jobs.ur.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://jobs.ur.com/
Call log:
  - navi"
UnitedHealth (Optum),https://careers.unitedhealthgroup.com,,,not_found
UPS,https://www.jobs-ups.com,,,not_found
Valero Energy,https://careers.valero.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://careers.valero.com/
Call log:
 "
Ventas,https://www.ventasreit.com/careers,ventas,wd503,page_load
Venture Global,https://ventureglobal.com/careers,,,not_found
VeriSign,https://www.verisign.com/en_US/company-information/careers/,,,not_found
Verizon,https://mycareer.verizon.com,verizon,wd12,followed:https://mycareer.verizon.com/#main-content
Vertex Pharma,https://www.vrtx.com/careers,,,not_found
VICI Properties,https://viciproperties.com/careers,,,not_found
Viking Holdings,https://www.vikingcruises.com/careers,,,not_found
Vistra,https://vistra.com/careers,,,not_found
Vodafone,https://careers.vodafone.com,,,not_found
Vulcan Materials,https://www.vulcanmaterials.com/careers,,,not_found
W.W. Grainger,https://jobs.grainger.com,,,not_found
Wabtec,https://careers.wabtec.com,,,not_found
Walmart,https://careers.walmart.com,,,not_found
Walt Disney,https://jobs.disneycareers.com,,,not_found
Warner Bros Discovery,https://careers.wbd.com,warnerbros,wd5,followed:https://careers.wbd.com/global/en/search-results
Waste Connections,https://careers.wasteconnections.com,,,not_found
Waste Management,https://careers.wm.com,,,not_found
Waters,https://careers.waters.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://careers.waters.com/
Call log:
 "
WEC Energy,https://careers.wecenergygroup.com,,,not_found
Wells Fargo,https://www.wellsfargo.com/about/careers/,,,not_found
Welltower,https://welltower.com/careers,,,not_found
Western Digital,https://www.westerndigital.com/company/careers,,,not_found
Wheaton Precious Metals,https://www.wheatonpm.com/careers,,,not_found
Williams Companies,https://careers.williams.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://careers.williams.com/
Call log:"
Woodside Energy,https://www.woodside.com/careers,,,not_found
Workday,https://www.workday.com/en-us/company/careers.html,workday,wd5,page_load
Xcel Energy,https://www.xcelenergy.com/careers,xcelenergy,wd1,page_load
Yum! Brands,https://careers.yum.com,,,"error:Page.goto: net::ERR_NAME_NOT_RESOLVED at https://careers.yum.com/
Call log:
  - "
Zoetis,https://careers.zoetis.com,zoetis,wd5,page_load
Zoom,https://careers.zoom.us,,,not_found
